,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
1726,2209,Butcher's Choice (Prepared in Store) brand Medium Ground Beef Butcher Pack recalled due to pieces of plastic,2015-09-29,Butcher's choice (prepared,Extraneous Material,Class 3,Retail,Nova Scotia,Butcher's Choice (Prepared in Store),"Atlantic Superstore - Starrs Road, Yarmouth, NS",Medium ground beef butcher pack
1727,2205,Sunkist brand Frozen Mango Fruit Sorbet Bar recalled due to undeclared milk,2015-09-29,Milk,Allergen,Class 2,Retail,"Alberta, British Columbia",Sunkist,Malahat Mountain Distributors Ltd.,Frozen mango fruit sorbet bar
1728,2210,Top Quality brand Dried Dioscorea recalled due to undeclared sulphites,2015-09-29,Sulphites,Allergen,Class 3,Retail,Quebec,Top Quality,9221-9104 Quebec Inc. (Heng Hing Dry Sea Foods),Dried dioscorea
1729,2212,PC Free From brand Italian Chicken Meatballs recalled due to pieces of bone,2015-09-28,Bone,Extraneous Material,Class 3,Retail,Nationally,PC Free From,Loblaw Companies Limited,Italian chicken meatballs
1730,2211,freshKIS brand water mint recalled due to Salmonella,2015-09-28,Salmonella,Microbiological,Class 2,Retail,Ontario,freshKIS,Kiskadee Ventures Limited,Water mint
1731,2213,"Fresh in the City brand products recalled due to undeclared egg, gluten, milk, mustard, sesame seeds and wheat",2015-09-25,Fresh,Allergen,Class 3,Retail,Alberta,Fresh in the City,Fresh in the City Inc.,Products
1732,2214,Glico Pretz brand Biscuit Sticks (Salad Flavor) recalled due to undeclared milk,2015-09-25,Milk,Allergen,Class 3,Retail,Ontario,Glico Pretz,Kam Wah Resources Co. Ltd.,Biscuit sticks (salad flavor)
1733,2215,Various cheeses recalled by Agropur Cooperative due to extraneous material (metal),2015-09-24,Metal,Extraneous Material,Class 2,Retail,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec",,Agropur Coopérative,To extraneous material (metal)
1734,2216,Mallet brand American Cocktail Oysters recalled due to Salmonella,2015-09-24,Salmonella,Microbiological,Class 2,Retail,Hotel/Restaurant/Institutional,Mallet,Étang Ruisseau Bar Ltée,American cocktail oysters
1735,2217,London Portuguese Bakery brand cookies recalled due to undeclared milk,2015-09-21,Milk,Allergen,Class 3,Retail,Ontario,London Portuguese Bakery,London Portuguese Bakery,Cookies
1736,2218,Les Soeurs en Vrac brand Mustard Seeds recalled due to undeclared sesame seeds,2015-09-21,Sesame,Allergen,Class 3,Retail,"Ontario, Quebec",Les Soeurs en Vrac,Les Soeurs en Vrac,Mustard seeds
1737,2219,Flight of Cheese trays prepared in-store at Safeway may contain Yanni and Gopi brand cheese products recalled due to Listeria monocytogenes,2015-09-18,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Flight of Cheese trays prepared in-store at Safeway may contain Yanni and Gopi,Safeway,Cheese products
1738,2220,Yanni and Gopi brand cheese products recalled due to Listeria monocytogenes,2015-09-17,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,Yanni and Gopi,Tree of Life Canada,Cheese products
1739,2221,Future Seafoods Inc. brand oysters recalled due to Salmonella,2015-09-14,Salmonella,Microbiological,Class 2,Retail,Quebec,Future Seafoods Inc.,Future Seafoods Inc.,Oysters
1740,2222,Sunrize Oven Fresh brand Zeera / Cumin Cookies recalled due to undeclared egg,2015-09-11,Egg,Allergen,Class 2,Retail,"Alberta, Manitoba",Sunrize Oven Fresh,Pak National Foods Ltd.,Zeera / cumin cookies
1741,2223,Fat Boy brand field cucumbers recalled due to Salmonella,2015-09-09,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,"Manitoba, Ontario",Fat Boy,SYSCO Winnipeg,Field cucumbers
1742,2224,Limited Edition brand field cucumbers recalled due to Salmonella,2015-09-09,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,Alberta,Limited Edition,GFS - Calgary,Field cucumbers
1743,2226,Field cucumbers and any in-store produced products that contain field cucumbers purchased from various retail locations recalled due to Salmonella,2015-09-09,"Field cucumbers , any",Microbiological,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan, Yukon",,Safeway,To salmonella
1744,2227,Fat Boy and Limited Edition brand field cucumbers recalled due to Salmonella,2015-09-09,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,"Alberta, Saskatchewan",Fat Boy and Limited Edition,GFS - Edmonton,Field cucumbers
1745,2228,"Field cucumbers purchased from Save On Foods, PriceSmart Foods, Coopers Foods, Overwaitea, and Freson Brothers recalled due to Salmonella",2015-09-08,Salmonella,Microbiological,Class 2,Retail,"Alberta, British Columbia",,Overwaitea Food Group,To salmonella
1746,2229,Field cucumbers and various in-store produced products that contain cucumbers purchased from Safeway recalled due to Salmonella,2015-09-06,"Field cucumbers , various",Microbiological,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",,Safeway,To salmonella
1747,2230,Smirnoff Ice brand alcoholic beverages recalled due to pieces of glass,2015-09-04,Glass,Extraneous Material,Class 2,Retail,Nationally,Smirnoff Ice,Diageo Canada,Alcoholic beverages
1748,2231,Farm Boy brand ground beef and burger products recalled due to pieces of plastic and metal,2015-09-02,Metal,Extraneous Material,Class 3,Retail,Ontario,Farm Boy,Farm Boy 2012 Inc.,Ground beef and burger products
1749,2233,Smirnoff Ice alcoholic beverage recalled due to pieces of glass,2015-08-29,Glass,Extraneous Material,Class 2,Retail,Nationally,,Diageo,To pieces of glass
1750,2234,Heinz Pear Green Bean Mango recalled due to potential for spoilage,2015-08-28,Quality/Spoilage,Microbiological,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Ontario, Quebec, Saskatchewan",,Heinz Canada,To potential for spoilage
1751,2235,Amsterdam Brewery brand Sweetwater Squeeze Blood Orange Radler recalled due to swelling and leaking cans,2015-08-28,"Swelling , leaking cans",Microbiological,Class 3,Retail,Ontario,Amsterdam Brewery,Amsterdam Brewing Co.,Sweetwater squeeze blood orange radler
1752,2236,Nha Trang Deli Inc. brand meat balls and rolls recalled due to undeclared anchovy and wheat,2015-08-28,"Anchovy , wheat",Allergen,Class 1,Retail,British Columbia,Nha Trang Deli Inc.,Nha Trang Deli Inc.,Meat balls and rolls
1753,2238,Trader Joe's brand Dark Chocolate Covered Honey Grahams with Sea Salt recalled due to undeclared milk,2015-08-26,Milk,Allergen,Class 1,Retail,British Columbia,Trader Joe's,Transilvania Trading,Dark chocolate covered honey grahams with sea salt
1754,2237,Solo Fruit brand Sorbet Dark Chocolate recalled due to undeclared milk,2015-08-26,Milk,Allergen,Class 3,Retail,Quebec,Solo Fruit,Solo Fruit Inc.,Sorbet dark chocolate
1755,2239,Mint biscuits imported by KNV Food Corporation recalled due to undeclared egg,2015-08-21,Egg,Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan",,KNV Food Corporation,To undeclared egg
1756,2240,Island Farms brand Skim Milk recalled due to coliforms,2015-08-21,Coliforms,Microbiological,Class 3,Retail,British Columbia,Island Farms,Agropur Cooperative Island Farms,Skim milk
1757,2241,Circle K brand baked goods recalled due to undeclared milk and sulphites,2015-08-21,"Milk , sulphites",Allergen,Class 2,Retail,"New Brunswick, Nova Scotia, Newfoundland and Labrador",Circle K,Couche-Tard Inc.,Baked goods
1758,2242,Nice Choice brand Fried Cookie – Seaweed flavour recalled due to undeclared peanut,2015-08-19,Peanut,Allergen,Class 1,Retail,British Columbia,Nice Choice,Powell Trading Co.,Fried cookie – seaweed flavour
1759,2243,"Oysters harvested from British Columbia (BC) coastal waters on or before August 18, 2015 may be unsafe for raw consumption due to Vibrio parahaemolyticus",2015-08-18,Vibrio parahaemolyticus,Microbiological,Class 3,Retail,Nationally,,"Albion Fisheries Ltd. (Richmond), Centennial Foodservice, Evening Cove Oyster Processing Ltd., Mac's Oysters Ltd., Pacific Rim Shellfish (2003) Corporation, Paradise Oysters, Prosperity Seafoods Corp., Salish Sea Foods LP, Sawmill Creek Shellfish Company Ltd., Stellar Bay Shellfish Ltd., Taylor Shellfish Canada ULC dba Fanny Bay Oysters Ltd.",To vibrio parahaemolyticus
1760,2244,Pureleaf brand Lemon Iced Tea recalled due to undeclared sugar,2015-08-18,Sugar,Labelling,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan",Pureleaf,Pepsico Beverages Canada,Lemon iced tea
1761,2245,Amsterdam Brewery brand Sweetwater Squeeze Blood Orange Radler recalled due to swelling and bursting cans,2015-08-18,"Swelling , bursting cans",Microbiological,Class 3,Retail,Manitoba,Amsterdam Brewery,Manitoba Liquor & Lotteries,Sweetwater squeeze blood orange radler
1762,2246,"Various store-packaged, cooked Chicken Wings recalled due to a toxin produced by Staphylococcus bacteria",2015-08-15,Staphylococcus aureus,Microbiological,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",,Safeway,To a toxin produced by staphylococcus bacteria
1763,2247,Pinty's brand Salt & Pepper Chicken Wings - Fully Cooked recalled due to a toxin produced by Staphylococcus bacteria,2015-08-15,Staphylococcus aureus,Microbiological,Class 2,Hotel/Restaurant/Institutional,"Alberta, British Columbia, Ontario",Pinty's,Pinty's Delicious Foods  Inc.,Salt & pepper chicken wings - fully cooked
1764,2248,Mott's Fruitsations Fruit Rockets – Unsweetened Strawberry recalled due to potential for spoilage,2015-08-13,Quality/Spoilage,Microbiological,Class 3,Retail,Nationally,,Canada Dry Mott's Inc.,To potential for spoilage
1765,2249,Hung's brand Shrimp Dumpling and Pork & Vegt. Wonton recalled due to undeclared wheat,2015-08-13,Wheat,Allergen,Class 3,Retail,Alberta,Hung's,Hung Kee Holdings Co. Ltd.,Shrimp dumpling and pork & vegt. wonton
1766,2251,Biscuits imported by KNV Food Corporation recalled due to undeclared egg and wheat,2015-08-07,"Egg , wheat",Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan",,KNV Food Corporation,To undeclared egg and wheat
1767,2250,"Heinz Apple broccoli, pea & brown rice and Mott's Fruitsations Fruit Rockets – Unsweetened Strawberry recalled due to potential for spoilage",2015-08-07,Quality/Spoilage,Microbiological,Class 3,Retail,Nationally,,"Canada Dry Mott's Inc., Heinz Canada",To potential for spoilage
1768,2252,Lärabar brand Fruit and Nut Energy Bar - Coconut Cream recalled due to mould,2015-08-05,Mould,Microbiological,Class 3,Retail,"Alberta, British Columbia, New Brunswick, Ontario, Saskatchewan",Lärabar,General Mills Canada Corporation,Fruit and nut energy bar - coconut cream
1769,2253,"Casy's Kwik brand Gluten-free Corn Snax recalled due to undeclared hazelnut, almond, cashew and pistachio",2015-08-05,"Hazelnut, almond, cashew , pistachio",Allergen,Class 1,Retail,Nationally,Casy's Kwik,Casy Industries Ltd.,Gluten-free corn snax
1770,2254,Casy's Kwik brand Gluten-free Corn Snax recalled due to undeclared hazelnut and almond,2015-08-04,"Hazelnut , almond",Allergen,Class 1,Retail,Nationally,Casy's Kwik,Casy Industries Ltd.,Gluten-free corn snax
1771,2255,"Coffee Soft Candy, Maccha Soft Candy and Ribon brand Soft Hokkaido Milk Candy recalled due to undeclared soy, milk and wheat",2015-07-31,"Soy, milk , wheat",Allergen,Class 1,Retail,Ontario,"Coffee Soft Candy, Maccha Soft Candy and Ribon",Can Roxy Trading Inc.,Soft hokkaido milk candy
1772,2256,Spice Gallery brand Montreal Deli Style Steak Spice Mix recalled due to undeclared mustard,2015-07-27,Mustard,Allergen,Class 3,Retail,Nationally,Spice Gallery,World Wide Distributors,Montreal deli style steak spice mix
1773,2257,Bull's-Eye Hot Southern Cajun Barbecue Sauce recalled due to undeclared mustard,2015-07-24,Mustard,Allergen,Class 1,Retail,Nationally,,Kraft Canada Inc.,To undeclared mustard
1774,2258,The Keg brand Horseradish Blended Prime Rib Beef Burgers recalled due to undeclared soy and wheat,2015-07-24,"Soy , wheat",Allergen,Class 1,Retail,Nationally,The Keg,Belmont Meat Products,Horseradish blended prime rib beef burgers
1775,2259,Quality Super Tasty brand Puffed Amaranth Brittle recalled due to extraneous material,2015-07-21,Extraneous material,Extraneous Material,Class 3,Retail,Ontario,Quality Super Tasty,Quality Natural Foods Canada Inc.,Puffed amaranth brittle
1776,2260,Uncle Bob's brand popcorn products recalled due to undeclared milk,2015-07-21,Milk,Allergen,Class 3,Retail,Ontario,Uncle Bob's,Ontario Popping Corn Co.,Popcorn products
1777,2261,The Healthy Butcher brand smoked fish voluntarily recalled due to potential presence of dangerous bacteria,2015-07-19,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,The Healthy Butcher,The Healthy Butcher,Smoked fish voluntarily
1778,2262,The Healthy Butcher brand smoked fish may be unsafe due to potential presence of dangerous bacteria,2015-07-18,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,The Healthy Butcher,,Smoked fish
1779,2263,Barber Foods brand uncooked stuffed chicken recalled due to Salmonella,2015-07-17,Salmonella,Microbiological,Class 1,Retail,Nationally,Barber Foods,Northbud Distributors Ltd.,Uncooked stuffed chicken
1780,2264,Wild Garden brand hummus products recalled due to undeclared sesame seeds,2015-07-17,Sesame,Allergen,Class 2,Retail,Nationally,Wild Garden,Tree of Life Canada,Hummus products
1781,2267,"Gloria's, Oven Pride Kitchen, Quality Fast Foods brands and Lunch Box sandwich products recalled due to Listeria monocytogenes",2015-07-16,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,"Gloria's, Oven Pride Kitchen, Quality Fast Foods",HQ Fine Foods,And lunch box sandwich products
1782,2265,Salish Sea Foods LP brand farmed oysters recalled due to Vibrio parahaemolyticus,2015-07-16,Vibrio parahaemolyticus,Microbiological,Class 2,"Retail, Hotel/Restaurant/Institutional","Alberta, British Columbia, Saskatchewan",Salish Sea Foods LP,Salish Sea Foods LP,Farmed oysters
1783,2266,"Biscuits recalled due to undeclared egg, milk, and wheat",2015-07-16,"Egg, milk, , wheat",Allergen,Class 1,Retail,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan",,KNV Food Corporation,"To undeclared egg, milk, and wheat"
1784,2269,Barber Foods brand uncooked stuffed chicken products recalled due to Salmonella,2015-07-14,Salmonella,Microbiological,Class 1,Retail,Nationally,Barber Foods,"Costco Wholesale Canada Inc., Northbud Distributors Ltd.",Uncooked stuffed chicken products
1785,2268,"Circle K brand products recalled due to undeclared egg, fish, milk and soy",2015-07-14,"Egg, fish, milk , soy",Allergen,Class 3,Retail,"New Brunswick, Newfoundland and Labrador, Nova Scotia",Circle K,Couche-Tard Inc.,Products
1786,2272,No Name and Barber Foods brands uncooked stuffed chicken products recalled due to Salmonella,2015-07-13,Salmonella,Microbiological,Class 1,Retail,Nationally,No Name and Barber Foods,"Costco Wholesale Canada Inc., Northbud Distributors Ltd.",Uncooked stuffed chicken products
1787,2271,Nutri-Qual brand BBQ Meats Party (Combo) Pack with Probiotic recalled due to undeclared wheat,2015-07-13,Wheat,Allergen,Class 3,Retail,"Prince Edward Island, Nova Scotia, Ontario, Quebec",Nutri-Qual,Giant Tiger Wholesale Ltd.,Bbq meats party (combo) pack with probiotic
1788,2274,H and A brand Natural Bar - Almond Bar recalled due to undeclared sesame seeds,2015-07-07,Sesame,Allergen,Class 3,Retail,Ontario,H and A,H&A Natural Bar Inc.,Natural bar - almond bar
1789,2275,Lollipop Candy recalled due to undeclared milk,2015-07-06,Milk,Allergen,Class 3,Retail,Ontario,,AJ International Trading (2372761 Ontario Inc.),To undeclared milk
1790,2277,"Circle K brand products recalled due to undeclared milk, mustard, soy and wheat",2015-07-04,"Milk, mustard, soy , wheat",Allergen,Class 2,Retail,"New Brunswick, Nova Scotia, Newfoundland and Labrador",Circle K,Couche-Tard Inc.,Products
1791,2276,Gloria's brand and Lunch Box Roast beef sandwich products recalled due to Listeria monocytogenes,2015-07-04,Listeria monocytogenes,Microbiological,Class 1,"Retail, Warehouse","Alberta, British Columbia, Ontario, Saskatchewan",Gloria's,HQ Fine Foods,And lunch box roast beef sandwich products
1792,2281,Hempola brand hemp powder recalled due to undeclared gluten,2015-07-03,Gluten,Allergen,Class 2,Retail,"Alberta, Prince Edward Island, Manitoba, New Brunswick, Ontario, Quebec, Newfoundland and Labrador",Hempola,Hempola Valley Farms,Hemp powder
1793,2280,Boulangerie Boutin brand surprise cookies recalled due to undeclared milk,2015-07-03,Milk,Allergen,Class 3,Retail,Quebec,Boulangerie Boutin,Boulangerie Boutin - Coopérative de travailleurs,Surprise cookies
1794,2279,Grimm's Fine Foods brand Home Style Roast Beef recalled due to Listeria monocytogenes,2015-07-03,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,Grimm's Fine Foods,FG Deli Group Ltd.,Home style roast beef
1795,2278,Fanny Bay Oysters brand oysters recalled due to Vibrio parahaemolyticus,2015-07-03,Vibrio parahaemolyticus,Microbiological,Class 2,"Retail, Hotel/Restaurant/Institutional","British Columbia, Ontario",Fanny Bay Oysters,Taylor Shellfish Canada ULC dba Fanny Bay Oysters Ltd.,Oysters
1796,2282,no name and Compliments brands frozen uncooked breaded chicken products recalled due to Salmonella,2015-07-01,Salmonella,Microbiological,Class 1,Retail,Nationally,no name and Compliments,Sofina Foods Inc.,Frozen uncooked breaded chicken products
